43.1270210, -77.5467660
43.1269300, -77.5495470
43.1259670, -77.5495510
43.1240730, -77.5495490
43.1240838, -77.5483306
43.1239002, -77.5483694
43.1236586, -77.5483990
43.1234777, -77.5484027
43.1193400, -77.5481610
43.1184080, -77.5481180
43.1166970, -77.5480290
43.1166310, -77.5499900
43.1166205, -77.5505847
43.1166050, -77.5508500
43.1165790, -77.5516990
43.1165701, -77.5521899
43.1165200, -77.5537060
43.1164740, -77.5550550
43.1164000, -77.5573760
43.1163171, -77.5607283
43.1163092, -77.5611480
43.1163013, -77.5613759
43.1162828, -77.5620886
43.1162458, -77.5630510
43.1161650, -77.5649930
43.1161250, -77.5663630
43.1160950, -77.5674890
43.1160580, -77.5686180
43.1159570, -77.5713740
43.1158860, -77.5748680
43.1157580, -77.5795780
